site,rotation,rate,crop,year,crop_yield,corn_buac,soy_buac,eo_annual,runoff_annual,drainage,gross_miner,net_miner,nloss_total,denitr,n_leach_annual,avg_wt,no3_at_harvest,no3_at_sowing
S,CC,950,corn,2008,179.38,179.38,0,817.6,47.418,166.088,119.3,84.1,696.485,289.3,407.362,1034.764,3095.3,2783.3
S,CC,950,corn,2009,225.79,225.79,0,804.557,9.873,61.15,103.5,66.3,477.866,276.3,201.771,1138.863,3215.8,2749.1
S,CC,950,corn,2010,223.087,223.087,0,814.142,137.181,347.478,128.2,84,1275.99,369.4,906.271,859.935,2936.1,2792.4
S,CC,950,corn,2011,232.951,232.951,0,872.809,23.905,-38.044,164.2,132.3,92.167,229.8,-136.369,1225.081,3001.5,2521.4
S,CC,950,corn,2012,111.253,111.253,0,993.638,26.291,-84.776,246.9,195.9,337.666,513.2,-175.747,1280.453,3425.9,2738.3
S,CC,950,corn,2013,214.74,214.74,0,865.875,139.756,60.062,142.8,112.1,831.101,457.8,373.147,1138.903,3487.5,3041.8
S,CC,950,corn,2014,210.518,210.518,0,829.536,73.789,8.79,122.5,86.2,675.272,539.1,136.363,1189.297,3684.1,3266.7
S,CC,950,corn,2015,237.861,237.861,0,842.596,70.474,156.358,152.4,110.8,1464.788,486.6,977.892,1046.619,3903.1,3420.2
S,CC,950,corn,2016,212.177,212.177,0,901.1,122.768,190.07,179,138.1,979.614,293.4,686.171,1014.144,3940.5,3363.5
S,CC,950,corn,2017,229.102,229.102,0,848.052,28.29,32.91,169.8,139.9,374.555,273.1,101.46,1164.77,3923.7,3415.6
S,CC,950,corn,2018,221.677,221.677,0,806.227,106.647,242.638,130.6,101.1,1394.146,449.5,944.596,959.44,3900.6,3689.1
S,CC,950,corn,2019,210.406,210.406,0,811.705,67.259,233.705,139.7,116.4,900.168,313.5,586.691,970.949,3479.6,3273.2
S,SC,0,soybean,2000,61.484,0,61.484,875.52,4.768,-214.57,181.7,155.1,3.039,10.4,-7.311,1413.654,30.6,100.5
S,SC,0,corn,2001,142.428,142.428,0,817.094,95.768,68.64,163.9,155.3,16.968,10.2,6.75,1131.838,40.9,37.1
S,SC,0,soybean,2002,72.809,0,72.809,913.094,16.996,-102.214,104.7,79,7.031,6,1.015,1307.899,16.9,33.7
S,SC,0,corn,2003,73.079,73.079,0,855.883,58.711,-8.758,123.3,106.5,6.781,5.8,0.993,1206.406,28.4,17.1
S,SC,0,soybean,2004,45.45,0,45.45,846.001,136.196,232.533,86.7,62.9,9.079,5,4.037,970.687,9.1,24.3
S,SC,0,corn,2005,130.163,130.163,0,876.344,73.088,27.567,151,143,9.693,8.2,1.486,1171.933,34.2,21.5
S,SC,0,soybean,2006,62.736,0,62.736,836.541,9.994,-13.569,103.1,81.1,9.123,4.3,4.806,1221.821,13.8,28.4
S,SC,0,corn,2007,101.169,101.169,0,900.819,148.274,160.909,136.6,123.2,14.517,9.8,4.722,1040.488,31.5,19.1
S,SC,0,soybean,2008,51.614,0,51.614,829.647,37.645,125.965,83.9,59.7,10.28,3.2,7.062,1079.038,12.4,23.8
S,SC,0,corn,2009,100.869,100.869,0,832.281,6.826,-14.933,108,102.1,4.049,3,1.023,1215.401,15.6,18.9
S,SC,0,soybean,2010,30.513,0,30.513,831.533,126.668,340.035,72.5,46.7,9.22,3,6.175,866.531,13.6,15.2
S,SC,0,corn,2011,101.846,101.846,0,901.08,28.609,-97.091,113.7,104.9,3.41,3.8,-0.327,1286.77,24.3,21.3
S,SC,0,soybean,2012,62.516,0,62.516,993.689,26.829,-209.234,129.2,97.1,5.944,5.5,0.395,1419.463,24.2,21.1
S,SC,0,corn,2013,104.63,104.63,0,889.151,136.239,-9.599,114.9,104.6,9.943,7.2,2.705,1216.32,19.7,31.1
S,SC,0,soybean,2014,42.154,0,42.154,839.114,63.668,10.399,72.4,50.4,4.964,3.7,1.286,1190.819,12,14.1
S,SC,0,corn,2015,114.281,114.281,0,869.549,65.189,89.096,122.4,111.8,10.121,8.2,1.963,1110.171,24.1,20.5
S,SC,0,soybean,2016,62.347,0,62.347,903.482,57.667,197.479,101,72.2,9.415,4,5.454,1008.924,16.4,17.9
S,SC,0,corn,2017,98.314,98.314,0,875.073,23.417,-2.583,126.4,118,7.121,5.4,1.757,1199.558,27.4,16.8
S,SC,0,soybean,2018,64.707,0,64.707,805.002,70.269,200.648,82.4,60.3,10.531,4.9,5.64,1002.438,17.7,23.9
S,SC,0,corn,2019,70.379,70.379,0,834.363,48.266,251.24,95.8,87.2,7.364,4.8,2.523,953.102,19.7,18.1
S,SC,100,soybean,2000,61.484,0,61.484,875.52,4.768,-214.57,181.7,155.1,3.039,10.4,-7.311,1413.654,30.6,100.5
S,SC,100,corn,2001,187.304,187.304,0,815.082,103.306,23.699,167.1,158,31.901,25.4,6.497,1175.845,60,39.2
S,SC,100,soybean,2002,73.904,0,73.904,911.753,16.637,-100.361,104.4,78.2,9.127,7.6,1.538,1304.785,17.7,48.2
S,SC,100,corn,2003,170.914,170.914,0,851.658,58.494,-103.564,135,117.6,17.161,17.1,0.046,1296.266,32,61.8
S,SC,100,soybean,2004,44.983,0,44.983,838.467,124.355,304.874,74,41.3,12.777,5.1,7.702,899.634,12.1,26.3
