site,rotation,rate,crop,year,crop_yield,corn_buac,soy_buac,eo_annual,runoff_annual,drainage,gross_miner,net_miner,nloss_total,denitr,n_leach_annual,avg_wt,no3_at_harvest,no3_at_sowing
S,SC,50,soybean,2011,49.247,0,49.247,880.202,22.038,-60.855,99.8,73.7,2.625,1.8,0.809,1237.933,21.7,15.3
S,SC,50,corn,2012,110.402,110.402,0,1009.438,40.669,-219.363,196.6,179.6,17.102,16.6,0.524,1425.436,62.7,35.6
S,SC,50,soybean,2013,52.812,0,52.812,866.808,130.626,108.02,87.1,54.7,24.435,7.9,16.507,1090.096,25.7,48.7
S,SC,50,corn,2014,145.686,145.686,0,849.567,81.098,-114.44,114.8,99.7,3.944,5.5,-1.581,1317.026,20.5,27.3
S,SC,50,soybean,2015,50.709,0,50.709,848.937,32.3,209.719,86.8,49.4,5.879,3.7,2.191,992.439,15.1,15
S,SC,50,corn,2016,159.464,159.464,0,923.106,139.537,52.37,142,127.3,7.935,6.4,1.586,1148.278,25.9,20.4
S,SC,50,soybean,2017,49.57,0,49.57,851.746,4.999,86.946,100.2,72.8,8.292,3.8,4.501,1121.427,21.3,19.3
S,SC,50,corn,2018,164.126,164.126,0,822.158,102.695,169.058,130.1,123.4,16.606,13.2,3.409,1032.052,32.6,31.1
S,SC,50,soybean,2019,55.612,0,55.612,812.75,39.96,265.465,84.8,60,15.285,4.1,11.14,941.843,19.9,28.4
S,SC,500,corn,2000,205.241,205.241,0,871.157,21.737,-147.316,186,156.9,109.816,81.3,28.677,1342.027,452.9,88.9
S,SC,500,soybean,2001,54.58,0,54.58,805.922,62.299,118.473,125.9,104.8,163.08,39.2,123.815,1085.739,293.1,384.8
S,SC,500,corn,2002,208.789,208.789,0,932.693,47.093,-228.233,147.2,140.9,43.455,78,-34.376,1424.373,602,294.1
S,SC,500,soybean,2003,55.093,0,55.093,837.433,50.859,-0.955,81.4,45.2,116.36,47.6,68.656,1193.655,388.4,535.9
S,SC,500,corn,2004,65.666,65.666,0,855.504,202.027,78.901,135.2,128,256.034,153.6,102.477,1125.698,635.9,502.9
S,SC,500,soybean,2005,62.553,0,62.553,850.341,34.944,140.197,116.6,81.4,149.069,32,116.978,1067.113,453.6,584.1
S,SC,500,corn,2006,126.489,126.489,0,852.756,44.152,-112.991,171.7,156.9,39.901,103.8,-63.416,1309.143,817.5,447.9
S,SC,500,soybean,2007,62.813,0,62.813,881.665,81.751,194.606,121.4,85.4,251.62,65.1,185.955,1012.97,533.7,708.4
S,SC,500,corn,2008,183.928,183.928,0,834.988,66.145,6.302,148.2,130.8,132.951,105.5,27.551,1189.627,769.1,501
S,SC,500,soybean,2009,49.614,0,49.614,808.066,6.943,70.937,84,52.2,98.588,30.5,67.992,1133.8,532.2,680.8
S,SC,500,corn,2010,213.969,213.969,0,828.327,107.949,242.34,158.6,144.6,278.631,142,136.632,962.26,710.1,501.5
S,SC,500,soybean,2011,63.929,0,63.929,875.569,24.013,-96.128,123.5,94.7,-19.107,16.1,-35.184,1268.515,456.6,615.2
S,SC,500,corn,2012,111.249,111.249,0,1007.93,39.459,-217.853,236.5,217.8,26.566,132.9,-106.039,1423.886,892.3,463.3
S,SC,500,soybean,2013,59.232,0,59.232,872.806,111.053,59.479,108.1,79.3,221.371,90.8,130.224,1135.95,572,749.9
S,SC,500,corn,2014,210.454,210.454,0,848.183,75.63,-162.21,145.2,130.3,46.11,135.8,-89.399,1364.287,817.6,556.7
S,SC,500,soybean,2015,61.106,0,61.106,849.872,29.682,152.206,114.9,78.6,266.154,87.4,178.506,1051.789,542.3,719.4
S,SC,500,corn,2016,212.185,212.185,0,921.043,128.648,27.473,181.6,164.6,168.108,106,62.226,1171.998,850.6,519.9
S,SC,500,soybean,2017,57.17,0,57.17,853.58,5.461,22.91,119.5,94,86.343,37,49.228,1179.952,598.1,751.2
S,SC,500,corn,2018,221.677,221.677,0,821.084,112.218,119.979,160.1,152.7,271.051,146.2,124.949,1080.27,875.2,611.9
S,SC,500,soybean,2019,64.077,0,64.077,815.202,31.825,218.866,106.9,85.7,199.69,28.7,170.853,989.73,603.3,745.3
S,SC,550,corn,2000,205.242,205.242,0,871.157,21.737,-147.316,186,156.9,121.194,88.9,32.464,1342.027,499.1,89
S,SC,550,soybean,2001,54.581,0,54.581,806.062,62.358,117.617,126,105,179.396,43.5,135.79,1086.62,328.7,424.1
S,SC,550,corn,2002,208.788,208.788,0,932.694,47.093,-228.279,147.3,141,49.949,87.4,-37.291,1424.416,679.6,328.5
S,SC,550,soybean,2003,55.1,0,55.1,837.473,50.921,-1.334,81.4,45.1,132.315,54.7,77.469,1194.008,450.1,606.4
S,SC,550,corn,2004,65.67,65.67,0,855.499,202.027,78.914,135.7,128.5,292.237,173.3,119.007,1125.697,729.2,566.2
S,SC,550,soybean,2005,62.553,0,62.553,850.732,35.086,137.279,117.4,81.8,169.563,36.5,132.959,1070.268,533.8,670.3
S,SC,550,corn,2006,126.49,126.49,0,852.758,44.153,-113.08,172.2,157.4,39.649,116.4,-76.178,1309.229,938,525.8
S,SC,550,soybean,2007,62.813,0,62.813,881.672,81.752,194.566,121.1,85.2,290.906,73.7,216.665,1013.009,626.8,815.5
S,SC,550,corn,2008,183.943,183.943,0,834.98,66.139,6.317,148.3,130.9,148.432,118.3,30.28,1189.611,898.3,589.2
S,SC,550,soybean,2009,49.614,0,49.614,808.384,6.955,68.859,83.8,52,113.053,35.9,77.047,1136.024,639,796.3
S,SC,550,corn,2010,214.006,214.006,0,828.317,107.951,242.182,159.1,145.2,319.85,159.5,160.448,962.413,839.9,601.4
S,SC,550,soybean,2011,63.929,0,63.929,875.992,24.669,-99.603,124.3,95.6,-31.681,19.5,-51.183,1271.791,558.7,727.9
S,SC,550,corn,2012,111.251,111.251,0,1007.929,39.453,-217.888,236.8,218.1,24.206,151.8,-127.24,1423.954,1034.4,561.9
S,SC,550,soybean,2013,59.232,0,59.232,872.805,111.06,59.488,107.8,79,253.845,104.5,148.973,1135.943,677.6,873.3
S,SC,550,corn,2014,210.476,210.476,0,848.163,75.561,-162.135,145.3,130.4,49.665,156.3,-106.373,1364.212,956.3,658.9
S,SC,550,soybean,2015,61.106,0,61.106,849.861,29.687,152.352,114.8,78.5,314.51,101.8,212.504,1051.639,650.2,845.3
S,SC,550,corn,2016,212.187,212.187,0,921.042,128.649,27.473,181.7,164.6,189.499,120,69.622,1171.998,992.8,621.8
S,SC,550,soybean,2017,57.17,0,57.17,853.724,5.506,21.915,119.6,93.9,95.521,42.2,53.111,1180.87,711.9,878.3
S,SC,550,corn,2018,221.677,221.677,0,821.092,112.222,119.87,160.6,153.3,308.559,164.4,144.296,1080.375,1020.1,723.2
S,SC,550,soybean,2019,64.077,0,64.077,815.403,31.474,217.867,107.1,85.8,228.805,32.5,196.136,990.805,717.2,867.9
S,SC,600,corn,2000,205.241,205.241,0,871.157,21.737,-147.316,186,156.9,132.486,96.5,36.221,1342.026,545.4,89
S,SC,600,soybean,2001,54.581,0,54.581,806.165,62.367,117.007,126.2,105.1,195.677,47.8,147.761,1087.245,364.4,463.5
S,SC,600,corn,2002,208.788,208.788,0,932.694,47.092,-228.311,147.4,141.1,55.99,96.7,-40.488,1424.445,757.5,363
S,SC,600,soybean,2003,55.101,0,55.101,837.479,50.934,-1.403,81.3,45.1,148.302,61.9,86.301,1194.072,512.3,677.7
S,SC,600,corn,2004,65.673,65.673,0,855.495,202.027,78.926,136,128.9,328.171,192.9,135.323,1125.686,822.8,629.7
S,SC,600,soybean,2005,62.553,0,62.553,851.027,35.198,135.146,118,82.2,190.35,41.1,149.153,1072.548,614.1,756.9
S,SC,600,corn,2006,126.49,126.49,0,852.76,44.153,-113.2,172.6,157.8,39.598,128.9,-88.725,1309.346,1058.4,603.7
S,SC,600,soybean,2007,62.813,0,62.813,881.672,81.753,194.571,120.9,85,330.351,82.2,247.483,1013.004,719.7,922.7
S,SC,600,corn,2008,183.955,183.955,0,834.975,66.134,6.33,148.3,130.9,163.679,130.9,32.942,1189.598,1027.4,677.1
S,SC,600,soybean,2009,49.614,0,49.614,808.757,6.967,66.346,83.7,51.9,127.063,41.4,85.552,1138.713,745.4,911.6
S,SC,600,corn,2010,214.02,214.02,0,828.314,107.948,242.029,159.7,145.8,362.945,178,184.966,962.558,969.4,701.1
S,SC,600,soybean,2011,63.929,0,63.929,876.159,24.95,-100.696,124.4,95.6,-41.351,23.1,-64.379,1273.11,659.5,840.8
S,SC,600,corn,2012,111.251,111.251,0,1007.928,39.449,-217.886,236.9,218.2,21.748,170.3,-148.224,1423.96,1175.2,659.1
S,SC,600,soybean,2013,59.232,0,59.232,872.804,111.064,59.493,107.6,78.8,285.93,118.1,167.47,1135.937,781.9,995.5
S,SC,600,corn,2014,210.495,210.495,0,848.148,75.504,-162.08,145.4,130.6,53.179,176.7,-123.186,1364.157,1094.1,759.9
S,SC,600,soybean,2015,61.106,0,61.106,849.851,29.692,152.475,115.1,78.9,362.227,116,245.981,1051.512,755.8,970.2
S,SC,600,corn,2016,212.189,212.189,0,921.043,128.653,27.458,183.7,166.6,211.37,134.3,77.278,1172.012,1134.9,722.2
S,SC,600,soybean,2017,57.17,0,57.17,853.882,5.556,20.818,119.9,94,104.821,47.7,56.917,1181.873,826.4,1005.6
S,SC,600,corn,2018,221.678,221.678,0,821.104,112.227,119.728,161.3,154.3,346.698,182.9,163.991,1080.512,1165.8,835
S,SC,600,soybean,2019,64.077,0,64.077,815.674,31.027,215.76,107.3,85.9,257.554,36.5,220.865,992.936,832.2,991.5
S,SC,650,corn,2000,205.242,205.242,0,871.157,21.737,-147.316,186,156.9,143.705,104,39.953,1342.026,591.7,89.1
S,SC,650,soybean,2001,54.581,0,54.581,806.221,62.419,116.638,126.2,105.2,212.242,52.2,159.926,1087.62,400,502.9
S,SC,650,corn,2002,208.788,208.788,0,932.695,47.092,-228.327,147.4,141.2,62.472,105.9,-43.236,1424.459,835.4,397.5
S,SC,650,soybean,2003,55.102,0,55.102,837.483,50.942,-1.446,81.2,45,164.428,69,95.267,1194.111,573.9,749
S,SC,650,corn,2004,65.676,65.676,0,855.491,202.027,78.937,136.3,129.1,363.69,212.4,151.376,1125.676,915.8,692.1
S,SC,650,soybean,2005,62.553,0,62.553,851.38,35.331,132.481,118.8,82.7,210.197,45.7,164.32,1075.164,693.6,843
S,SC,650,corn,2006,126.49,126.49,0,852.762,44.153,-113.354,172.9,158.1,39.687,141.5,-101.117,1309.494,1178.2,680.8
S,SC,650,soybean,2007,62.813,0,62.813,881.672,81.755,194.575,121.2,85.3,370.47,90.9,278.826,1013,812,1029.3
S,SC,650,corn,2008,183.964,183.964,0,834.97,66.13,6.34,150.6,133.2,179.769,143.8,36.107,1189.587,1158.5,764.7
S,SC,650,soybean,2009,49.614,0,49.614,808.881,6.971,65.532,83.8,51.9,143.414,47.1,96.136,1139.561,853.8,1029.1
S,SC,650,corn,2010,214.023,214.023,0,828.313,107.948,241.982,160.2,146.3,406.622,196.8,209.911,962.602,1100.2,802.4
S,SC,650,soybean,2011,63.929,0,63.929,876.293,25.196,-102.049,124.3,95.6,-53.129,26.6,-79.61,1274.19,762.4,955.3
S,SC,650,corn,2012,111.252,111.252,0,1007.927,39.446,-217.867,237,218.3,18.575,188.8,-169.855,1423.937,1318.1,758.4
S,SC,650,soybean,2013,59.232,0,59.232,872.804,111.068,59.497,107.5,78.7,318.315,131.7,186.165,1135.932,887,1119.9
S,SC,650,corn,2014,210.508,210.508,0,848.147,75.471,-162.091,145.7,131.1,56.35,197,-140.313,1364.166,1233.2,861.6
S,SC,650,soybean,2015,61.106,0,61.106,849.844,29.697,152.561,115.4,79.1,410.895,130.6,280.004,1051.425,863.8,1096.4
S,SC,650,corn,2016,212.191,212.191,0,921.047,128.658,27.435,185.1,168.1,233.367,148.5,85.003,1172.036,1278.7,824.6
S,SC,650,soybean,2017,57.17,0,57.17,854.008,5.596,19.926,120.2,94.1,114.31,53.4,60.756,1182.618,943.1,1134.3
S,SC,650,corn,2018,221.679,221.679,0,821.104,112.227,119.679,161.5,154.5,385.014,201.3,183.855,1080.559,1312.7,948.7
S,SC,650,soybean,2019,64.077,0,64.077,815.729,30.973,215.505,107.3,85.9,287.438,40.4,246.801,993.179,948,1116.2
S,SC,700,corn,2000,205.242,205.242,0,871.157,21.737,-147.316,186,156.9,154.861,111.4,43.662,1342.026,638.2,89.1
S,SC,700,soybean,2001,54.581,0,54.581,806.227,62.424,116.603,126.3,105.2,229.046,56.6,172.316,1087.656,435.6,542.5
S,SC,700,corn,2002,208.789,208.789,0,932.695,47.092,-228.33,147.5,141.2,69.125,114.7,-45.367,1424.461,913.6,431.9
S,SC,700,soybean,2003,55.102,0,55.102,837.485,50.946,-1.466,81.2,44.9,180.099,75.9,104.034,1194.129,635.8,821.1
S,SC,700,corn,2004,65.679,65.679,0,855.489,202.028,78.944,136.5,129.3,398.781,231.7,167.163,1125.669,1009.4,754.7
S,SC,700,soybean,2005,62.553,0,62.553,851.669,35.441,130.318,119.4,83.1,229.874,50.5,179.198,1077.434,773.3,929.3
S,SC,700,corn,2006,126.491,126.491,0,852.763,44.154,-113.483,173.2,158.4,39.436,153.9,-113.679,1309.619,1298.1,758.1
S,SC,700,soybean,2007,62.813,0,62.813,881.672,81.755,194.578,121.2,85.2,411.596,99.9,310.928,1012.997,907.3,1136.4
S,SC,700,corn,2008,183.97,183.97,0,834.967,66.127,6.35,150.9,133.5,195.4,156.5,39.101,1189.577,1290.5,855
S,SC,700,soybean,2009,49.614,0,49.614,808.989,6.975,64.811,83.7,51.8,159.321,52.8,106.323,1140.307,962.7,1147.5
S,SC,700,corn,2010,214.025,214.025,0,828.311,107.949,241.942,160.6,146.7,449.588,215.4,234.243,962.641,1231.4,904.3
S,SC,700,soybean,2011,63.929,0,63.929,876.325,25.255,-102.291,124.2,95.4,-62.751,30.1,-92.72,1274.431,864.3,1070.2
S,SC,700,corn,2012,111.252,111.252,0,1007.926,39.443,-217.858,237.1,218.4,15.343,207.1,-191.338,1423.932,1460.1,856.7
S,SC,700,soybean,2013,59.232,0,59.232,872.803,111.071,59.499,107.4,78.7,350.623,145.4,204.714,1135.929,993.8,1243.5
S,SC,700,corn,2014,210.518,210.518,0,848.158,75.452,-162.154,146.3,131.9,60.031,217.8,-157.391,1364.23,1373.9,965
S,SC,700,soybean,2015,61.106,0,61.106,849.839,29.705,152.622,115.6,79.4,461.206,145.9,314.982,1051.362,974.9,1223.9
S,SC,700,corn,2016,212.193,212.193,0,921.056,128.67,27.376,186.1,169.2,255.743,163,92.913,1172.095,1424.7,929.7
S,SC,700,soybean,2017,57.17,0,57.17,854.183,5.653,18.698,120.5,94.2,123.794,59.4,64.178,1183.754,1064,1265.3
S,SC,700,corn,2018,221.679,221.679,0,821.104,112.227,119.614,161.6,154.6,425.17,220.5,204.851,1080.623,1463,1066.2
S,SC,700,soybean,2019,64.077,0,64.077,815.818,30.884,215.104,107.3,85.9,318.191,44.5,273.435,993.581,1066.7,1244.2
S,SC,750,corn,2000,205.242,205.242,0,871.157,21.737,-147.316,186,156.9,165.961,118.9,47.347,1342.026,684.6,89.2
S,SC,750,soybean,2001,54.581,0,54.581,806.227,62.424,116.602,126.3,105.3,245.92,61,184.745,1087.656,471.3,582.1
S,SC,750,corn,2002,208.789,208.789,0,932.695,47.092,-228.331,147.6,141.3,75.64,123.6,-47.733,1424.462,991.8,466.3
S,SC,750,soybean,2003,55.102,0,55.102,837.485,50.946,-1.47,81.1,44.9,196.018,82.9,112.962,1194.132,697.1,893.1
S,SC,750,corn,2004,65.68,65.68,0,855.492,202.036,78.917,136.8,129.7,433.583,250.9,182.742,1125.695,1102.6,816.4
S,SC,750,soybean,2005,62.553,0,62.553,851.929,35.543,128.264,120,83.5,249.685,55.4,194.115,1079.482,852.7,1015.4
S,SC,750,corn,2006,126.491,126.491,0,852.765,44.155,-113.462,173.4,158.7,39.602,166.3,-125.876,1309.599,1417.6,835
S,SC,750,soybean,2007,62.813,0,62.813,881.671,81.756,194.579,121.2,85.3,453.143,109,343.329,1012.996,1002.5,1242.8
S,SC,750,corn,2008,183.975,183.975,0,834.964,66.124,6.358,151.3,134,211.129,169.1,42.224,1189.569,1422.6,945.2
S,SC,750,soybean,2009,49.614,0,49.614,809.077,6.978,64.233,83.6,51.7,175.54,58.7,116.7,1140.907,1071.5,1266.2
S,SC,750,corn,2010,214.027,214.027,0,828.31,107.949,241.911,160.9,147,492.663,234.2,258.568,962.671,1362.4,1006
S,SC,750,soybean,2011,63.929,0,63.929,876.376,25.35,-102.483,124.2,95.4,-71.56,33.7,-105.138,1274.866,965.7,1185
S,SC,750,corn,2012,111.253,111.253,0,1007.925,39.44,-217.83,237.1,218.4,12.358,225.4,-212.574,1423.895,1601.7,954.5
S,SC,750,soybean,2013,59.232,0,59.232,872.803,111.075,59.504,107.3,78.6,383.309,159.4,223.356,1135.924,1103.1,1366.8
S,SC,750,corn,2014,210.524,210.524,0,848.152,75.427,-162.128,146.3,132,64.573,239.2,-174.18,1364.204,1515.8,1070.4
S,SC,750,soybean,2015,61.106,0,61.106,849.837,29.725,152.662,115.8,79.8,512.801,161.8,350.646,1051.326,1088,1352.5
S,SC,750,corn,2016,212.194,212.194,0,921.091,128.709,27.177,187.8,171,278.743,177.9,101.068,1172.204,1573.2,1037
S,SC,750,soybean,2017,57.169,0,57.169,854.298,5.69,17.908,120.8,94.3,133.967,65.6,68.168,1184.48,1187.1,1398.6
S,SC,750,corn,2018,221.679,221.679,0,821.104,112.227,119.558,161.7,154.7,465.434,239.6,225.994,1080.676,1615.6,1185.8
S,SC,750,soybean,2019,64.077,0,64.077,815.818,30.884,215.105,107.3,85.9,349.661,48.7,300.746,993.58,1187.1,1374
S,SC,800,corn,2000,205.242,205.242,0,871.157,21.737,-147.316,186,156.9,177.014,126.3,51.009,1342.026,731.1,89.2
S,SC,800,soybean,2001,54.581,0,54.581,806.227,62.424,116.602,126.3,105.3,262.804,65.5,197.183,1087.656,506.8,621.8
S,SC,800,corn,2002,208.789,208.789,0,932.695,47.092,-228.332,147.6,141.3,82.065,132.6,-50.26,1424.463,1069.8,500.6
S,SC,800,soybean,2003,55.102,0,55.102,837.485,50.946,-1.47,81,44.8,212.316,90.2,121.971,1194.132,761.9,965.1
S,SC,800,corn,2004,65.682,65.682,0,855.492,202.039,78.911,137,130,469.899,270.9,199.087,1125.702,1198.3,881
S,SC,800,soybean,2005,62.553,0,62.553,852.235,35.669,126.055,120.7,84,269.628,60.3,209.101,1081.728,934.1,1103.8
S,SC,800,corn,2006,126.491,126.491,0,852.767,44.155,-113.608,173.6,158.9,39.462,178.9,-138.552,1309.743,1539.2,914
S,SC,800,soybean,2007,62.813,0,62.813,881.671,81.757,194.582,121.3,85.3,495.899,118.3,376.661,1012.994,1099.9,1351.2
S,SC,800,corn,2008,183.98,183.98,0,834.962,66.122,6.364,152.1,134.8,227.002,181.8,45.415,1189.563,1557.4,1037.6
S,SC,800,soybean,2009,49.614,0,49.614,809.186,6.981,63.512,83.6,51.7,191.702,64.6,126.895,1141.654,1181.9,1387.3
S,SC,800,corn,2010,214.03,214.03,0,828.309,107.949,241.872,161.1,147.3,535.975,253,283.048,962.707,1495,1109.3
S,SC,800,soybean,2011,63.929,0,63.929,876.376,25.35,-102.479,124.1,95.3,-80.83,37.4,-118.083,1274.863,1068.5,1301.1
S,SC,800,corn,2012,111.253,111.253,0,1007.923,39.437,-217.816,237.2,218.4,8.939,243.6,-234.224,1423.879,1744.7,1053.6
S,SC,800,soybean,2013,59.232,0,59.232,872.802,111.079,59.509,107.2,78.5,416.684,173.9,242.2,1135.919,1216,1491.4
S,SC,800,corn,2014,210.528,210.528,0,848.146,75.409,-162.098,146.3,131.9,69.65,261.2,-191.034,1364.173,1660.6,1179
S,SC,800,soybean,2015,61.106,0,61.106,849.838,29.763,152.647,115.8,80.1,566.297,178.4,387.444,1051.345,1205.3,1483.7
S,SC,800,corn,2016,212.196,212.196,0,921.158,128.781,26.811,188.8,172.5,302.08,193,109.294,1172.565,1725.3,1148.1
S,SC,800,soybean,2017,57.169,0,57.169,854.411,5.726,17.139,121,94.3,144.523,72.1,72.13,1185.192,1315.4,1535.2
S,SC,800,corn,2018,221.679,221.679,0,821.104,112.226,119.501,161.8,154.8,507.145,259.3,248.089,1080.731,1772.8,1310.4
S,SC,800,soybean,2019,64.077,0,64.077,815.818,30.885,215.106,107.3,85.9,382.151,53,328.937,993.58,1311.3,1507.9
S,SC,850,corn,2000,205.242,205.242,0,871.157,21.737,-147.316,186,156.9,188.025,133.7,54.65,1342.026,777.6,89.3
S,SC,850,soybean,2001,54.581,0,54.581,806.227,62.424,116.602,126.4,105.3,279.731,69.9,209.632,1087.656,542.3,661.5
S,SC,850,corn,2002,208.789,208.789,0,932.696,47.092,-228.333,147.6,141.4,88.461,141.6,-52.822,1424.464,1147.8,534.9
S,SC,850,soybean,2003,55.102,0,55.102,837.485,50.946,-1.47,80.9,44.8,228.766,97.5,131.024,1194.132,827.4,1037.2
S,SC,850,corn,2004,65.684,65.684,0,855.493,202.043,78.898,137.2,130.2,506.43,291.1,215.456,1125.714,1294.6,946
S,SC,850,soybean,2005,62.553,0,62.553,852.422,35.741,124.608,121.2,84.3,290.31,65.4,224.667,1083.159,1015,1192.6
S,SC,850,corn,2006,126.491,126.491,0,852.77,44.156,-113.699,173.8,159.1,39.253,191.3,-151.143,1309.833,1660.4,992.4
S,SC,850,soybean,2007,62.813,0,62.813,881.671,81.757,194.584,121.4,85.5,538.623,127.8,409.876,1012.992,1197.8,1459.2
S,SC,850,corn,2008,183.982,183.982,0,834.961,66.12,6.368,152.9,135.6,242.941,194.5,48.712,1189.559,1692.6,1130.4
S,SC,850,soybean,2009,49.614,0,49.614,809.185,6.981,63.52,83.5,51.7,208.857,70.6,138.083,1141.645,1292.4,1509
S,SC,850,corn,2010,214.03,214.03,0,828.309,107.95,241.872,161.4,147.6,578.51,271.7,306.909,962.707,1627.6,1212.5
S,SC,850,soybean,2011,63.929,0,63.929,876.376,25.35,-102.475,124,95.3,-89.736,41.1,-130.737,1274.859,1170.6,1416.9
S,SC,850,corn,2012,111.253,111.253,0,1007.922,39.435,-217.803,237.2,218.5,5.492,261.7,-255.744,1423.867,1887.1,1152
S,SC,850,soybean,2013,59.232,0,59.232,872.802,111.081,59.512,107.1,78.4,450.05,188.5,260.99,1135.916,1329.1,1615.5
S,SC,850,corn,2014,210.53,210.53,0,848.144,75.402,-162.086,146.3,131.9,74.974,283.2,-207.747,1364.161,1805.5,1287.7
S,SC,850,soybean,2015,61.106,0,61.106,849.837,29.766,152.66,115.8,80.1,620.838,195.7,424.707,1051.333,1325.2,1614.9
S,SC,850,corn,2016,212.197,212.197,0,921.16,128.785,26.791,188.9,172.6,325.933,208.1,118.037,1172.497,1877.7,1260.7
S,SC,850,soybean,2017,57.169,0,57.169,854.462,5.743,16.79,121.1,94.3,155.751,78.9,76.602,1185.521,1445.2,1672.1
S,SC,850,corn,2018,221.679,221.679,0,821.105,112.227,119.482,161.8,154.8,549.027,279,270.296,1080.75,1931.4,1436.3
S,SC,850,soybean,2019,64.077,0,64.077,815.818,30.885,215.106,107.2,85.9,414.927,57.3,357.342,993.579,1436.3,1642.9
S,SC,900,corn,2000,205.242,205.242,0,871.157,21.737,-147.316,186,156.9,199.002,141,58.27,1342.026,824.2,89.3
S,SC,900,soybean,2001,54.581,0,54.581,806.227,62.424,116.602,126.4,105.3,296.685,74.4,222.09,1087.656,577.8,701.3
S,SC,900,corn,2002,208.789,208.789,0,932.696,47.092,-228.334,147.7,141.4,94.853,150.6,-55.391,1424.465,1225.8,569.2
S,SC,900,soybean,2003,55.102,0,55.102,837.485,50.946,-1.472,80.9,44.8,245.241,105,140.074,1194.133,893,1109.4
S,SC,900,corn,2004,65.685,65.685,0,855.495,202.049,78.877,137.4,130.5,542.804,311.3,231.656,1125.737,1391,1010.9
S,SC,900,soybean,2005,62.553,0,62.553,852.642,35.828,122.915,121.7,84.7,310.521,70.6,239.66,1084.864,1095.7,1281.5
S,SC,900,corn,2006,126.491,126.491,0,852.775,44.159,-113.698,174.1,159.4,39.333,203.8,-163.497,1309.832,1781.2,1070.5
S,SC,900,soybean,2007,62.813,0,62.813,881.671,81.758,194.585,121.5,85.5,581.854,137.4,443.392,1012.991,1296.1,1567.1
S,SC,900,corn,2008,183.984,183.984,0,834.961,66.12,6.368,153.6,136.2,258.903,207.1,52.078,1189.559,1828.1,1223.5
S,SC,900,soybean,2009,49.614,0,49.614,809.185,6.981,63.529,83.5,51.7,226.235,76.6,149.445,1141.637,1403,1631
S,SC,900,corn,2010,214.03,214.03,0,828.308,107.95,241.872,162.3,148.9,621.363,290.7,330.795,962.707,1761,1316
S,SC,900,soybean,2011,63.929,0,63.929,876.375,25.349,-102.472,124,95.2,-98.377,45,-143.224,1274.856,1272.8,1533.4
S,SC,900,corn,2012,111.253,111.253,0,1007.921,39.432,-217.791,237.3,218.6,2.09,279.9,-277.265,1423.855,2029.7,1250.7
S,SC,900,soybean,2013,59.232,0,59.232,872.801,111.084,59.516,107.1,78.4,483.812,203.2,279.931,1135.913,1443.8,1739.7
S,SC,900,corn,2014,210.531,210.531,0,848.142,75.398,-162.079,146.3,131.9,80.783,305.7,-224.366,1364.155,1951.7,1397.8
S,SC,900,soybean,2015,61.106,0,61.106,849.836,29.766,152.668,115.8,80.1,676.562,213.5,462.598,1051.324,1447,1747.2
S,SC,900,corn,2016,212.199,212.199,0,921.159,128.785,26.795,188.9,172.5,350.247,223.5,127.056,1172.493,2031.8,1375.1
S,SC,900,soybean,2017,57.169,0,57.169,854.508,5.758,16.489,121.2,94.3,167.346,85.9,81.207,1185.82,1577.4,1810.7
S,SC,900,corn,2018,221.679,221.679,0,821.105,112.227,119.462,161.9,154.9,591.519,298.9,292.898,1080.77,2092,1564.3
S,SC,900,soybean,2019,64.077,0,64.077,815.818,30.885,215.106,107.2,85.8,448.279,61.8,386.213,993.579,1563.1,1779.8
S,SC,950,corn,2000,205.242,205.242,0,871.157,21.737,-147.316,186,156.9,209.946,148.4,61.871,1342.026,870.7,89.3
S,SC,950,soybean,2001,54.581,0,54.581,806.227,62.424,116.602,126.4,105.4,313.663,78.9,234.553,1087.656,613.4,741.2
S,SC,950,corn,2002,208.789,208.789,0,932.697,47.092,-228.336,147.7,141.4,101.26,159.5,-57.928,1424.466,1303.8,603.5
S,SC,950,soybean,2003,55.102,0,55.102,837.485,50.946,-1.474,80.9,44.8,261.781,112.4,149.14,1194.134,959.2,1181.6
S,SC,950,corn,2004,65.685,65.685,0,855.501,202.06,78.83,137.8,130.9,579.308,331.6,247.808,1125.782,1487.9,1076
S,SC,950,soybean,2005,62.553,0,62.553,852.843,35.913,121.473,122.2,85.1,331.032,76,254.838,1086.327,1176.7,1371
S,SC,950,corn,2006,126.491,126.491,0,852.783,44.163,-113.818,174.4,159.8,39.233,216.4,-176.059,1309.951,1902.6,1149
S,SC,950,soybean,2007,62.813,0,62.813,881.672,81.759,194.587,121.5,85.6,625.736,147.3,477.346,1012.99,1395.7,1675.5
S,SC,950,corn,2008,183.986,183.986,0,834.961,66.121,6.362,154,136.7,274.9,219.7,55.499,1189.565,1964.7,1317.9
S,SC,950,soybean,2009,49.614,0,49.614,809.184,6.981,63.535,83.4,51.7,244.466,83,161.277,1141.63,1518.5,1754.1
S,SC,950,corn,2010,214.03,214.03,0,828.307,107.951,241.872,162.5,149,665.82,309.7,356.22,962.707,1897.9,1423.8
S,SC,950,soybean,2011,63.929,0,63.929,876.375,25.349,-102.468,124,95.2,-107.521,48.9,-156.305,1274.851,1378,1653.1
